time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total
20130527T025120,1.29183,0,0,1.29233,0,0
20130527T025121,1.29175,0,0,1.29225,0,0
20130527T025124,1.2917,0,0,1.2922,0,0
20130527T025125,1.29175,0,0,1.29225,0,0
20130527T025128,1.2918,0,0,1.2923,0,0
20130527T025128,1.29185,0,0,1.29235,0,0
20130527T025128,1.2918,0,0,1.2923,0,0
20130527T025133,1.29188,0,0,1.29238,0,0
20130527T025139,1.29183,0,0,1.29233,0,0
20130527T025139,1.29177,0,0,1.29227,0,0
20130527T025204,1.29168,0,0,1.29218,0,0
20130527T025210,1.29173,0,0,1.29223,0,0
20130527T025210,1.29177,0,0,1.29227,0,0
20130527T025213,1.29183,0,0,1.29233,0,0
20130527T025213,1.29177,0,0,1.29227,0,0
20130527T025216,1.29168,0,0,1.29218,0,0
20130527T025216,1.29163,0,0,1.29213,0,0
20130527T025216,1.29157,0,0,1.29207,0,0
20130527T025216,1.29163,0,0,1.29213,0,0
20130527T025217,1.29168,0,0,1.29218,0,0
20130527T025232,1.29175,0,0,1.29225,0,0
20130527T025249,1.2917,0,0,1.2922,0,0
20130527T025250,1.29175,0,0,1.29225,0,0
20130527T025251,1.29168,0,0,1.29218,0,0
20130527T025251,1.29163,0,0,1.29213,0,0
20130527T025252,1.29157,0,0,1.29207,0,0
20130527T025258,1.29153,0,0,1.29203,0,0
20130527T025259,1.29157,0,0,1.29207,0,0
20130527T025301,1.29153,0,0,1.29203,0,0
20130527T025302,1.29145,0,0,1.29195,0,0
20130527T025313,1.2914,0,0,1.2919,0,0
20130527T025314,1.29135,0,0,1.29185,0,0
20130527T025315,1.2913,0,0,1.2918,0,0
20130527T025317,1.29135,0,0,1.29185,0,0
20130527T025322,1.2914,0,0,1.2919,0,0
20130527T025322,1.29145,0,0,1.29195,0,0
20130527T025324,1.2914,0,0,1.2919,0,0
20130527T025325,1.29145,0,0,1.29195,0,0
20130527T025326,1.2914,0,0,1.2919,0,0
20130527T025329,1.29133,0,0,1.29183,0,0
20130527T025329,1.29137,0,0,1.29187,0,0
20130527T025334,1.29143,0,0,1.29193,0,0
20130527T025335,1.29148,0,0,1.29198,0,0
20130527T025337,1.29153,0,0,1.29203,0,0
20130527T025337,1.29148,0,0,1.29198,0,0
20130527T025340,1.29153,0,0,1.29203,0,0
20130527T025342,1.29157,0,0,1.29207,0,0
20130527T025344,1.29165,0,0,1.29215,0,0
20130527T025345,1.2916,0,0,1.2921,0,0
20130527T025346,1.29155,0,0,1.29205,0,0
20130527T025349,1.2916,0,0,1.2921,0,0
20130527T025351,1.29165,0,0,1.29215,0,0
20130527T025356,1.2917,0,0,1.2922,0,0
20130527T025402,1.29165,0,0,1.29215,0,0
20130527T025403,1.2916,0,0,1.2921,0,0
20130527T025404,1.29165,0,0,1.29215,0,0
20130527T025408,1.2917,0,0,1.2922,0,0
20130527T025420,1.29165,0,0,1.29215,0,0
20130527T025421,1.2916,0,0,1.2921,0,0
20130527T025426,1.29155,0,0,1.29205,0,0
20130527T025426,1.2916,0,0,1.2921,0,0
20130527T025429,1.29168,0,0,1.29218,0,0
20130527T025434,1.29163,0,0,1.29213,0,0
20130527T025434,1.29168,0,0,1.29218,0,0
20130527T025447,1.29173,0,0,1.29223,0,0
20130527T025448,1.29177,0,0,1.29227,0,0
20130527T025449,1.29173,0,0,1.29223,0,0
20130527T025450,1.29177,0,0,1.29227,0,0
20130527T025450,1.29173,0,0,1.29223,0,0
20130527T025451,1.29177,0,0,1.29227,0,0
20130527T025451,1.29188,0,0,1.29238,0,0
20130527T025452,1.29195,0,0,1.29245,0,0
20130527T025453,1.292,0,0,1.2925,0,0
20130527T025454,1.29205,0,0,1.29255,0,0
20130527T025455,1.2921,0,0,1.2926,0,0
20130527T025455,1.29215,0,0,1.29265,0,0
20130527T025456,1.29225,0,0,1.29275,0,0
20130527T025457,1.2922,0,0,1.2927,0,0
20130527T025458,1.29228,0,0,1.29278,0,0
20130527T025459,1.29232,0,0,1.29282,0,0
20130527T025500,1.29238,0,0,1.29288,0,0
20130527T025500,1.29245,0,0,1.29295,0,0
20130527T025500,1.2924,0,0,1.2929,0,0
20130527T025501,1.29255,0,0,1.29305,0,0
20130527T025501,1.2926,0,0,1.2931,0,0
20130527T025501,1.29252,0,0,1.29302,0,0
20130527T025502,1.29248,0,0,1.29298,0,0
20130527T025503,1.29243,0,0,1.29293,0,0
20130527T025503,1.29238,0,0,1.29288,0,0
20130527T025503,1.29243,0,0,1.29293,0,0
20130527T025504,1.29232,0,0,1.29282,0,0
20130527T025506,1.29238,0,0,1.29288,0,0
20130527T025506,1.29232,0,0,1.29282,0,0
20130527T025506,1.29228,0,0,1.29278,0,0
20130527T025510,1.29232,0,0,1.29282,0,0
20130527T025511,1.29228,0,0,1.29278,0,0
20130527T025513,1.29223,0,0,1.29273,0,0
20130527T025515,1.29218,0,0,1.29268,0,0
20130527T025516,1.29223,0,0,1.29273,0,0
20130527T025516,1.29228,0,0,1.29278,0,0
20130527T025518,1.29223,0,0,1.29273,0,0
20130527T025519,1.29228,0,0,1.29278,0,0
20130527T025521,1.29218,0,0,1.29268,0,0
20130527T025532,1.29213,0,0,1.29263,0,0
20130527T025532,1.29218,0,0,1.29268,0,0
20130527T025544,1.2921,0,0,1.2926,0,0
20130527T025545,1.29215,0,0,1.29265,0,0
20130527T025550,1.2921,0,0,1.2926,0,0
20130527T025551,1.29215,0,0,1.29265,0,0
20130527T025553,1.2921,0,0,1.2926,0,0
20130527T025555,1.29215,0,0,1.29265,0,0
20130527T025556,1.2922,0,0,1.2927,0,0
20130527T025556,1.29228,0,0,1.29278,0,0
20130527T025556,1.29223,0,0,1.29273,0,0
20130527T025556,1.29228,0,0,1.29278,0,0
20130527T025557,1.29232,0,0,1.29282,0,0
20130527T025557,1.29243,0,0,1.29293,0,0
20130527T025557,1.29238,0,0,1.29288,0,0
20130527T025558,1.29232,0,0,1.29282,0,0
20130527T025558,1.29228,0,0,1.29278,0,0
20130527T025604,1.29235,0,0,1.29285,0,0
20130527T025611,1.2924,0,0,1.2929,0,0
20130527T025612,1.29248,0,0,1.29298,0,0
20130527T025621,1.29243,0,0,1.29293,0,0
20130527T025622,1.29238,0,0,1.29288,0,0
20130527T025623,1.29243,0,0,1.29293,0,0
20130527T025623,1.29238,0,0,1.29288,0,0
20130527T025628,1.29232,0,0,1.29282,0,0
20130527T025628,1.29238,0,0,1.29288,0,0
20130527T025636,1.29232,0,0,1.29282,0,0
20130527T025636,1.29228,0,0,1.29278,0,0
20130527T025646,1.29223,0,0,1.29273,0,0
20130527T025647,1.29228,0,0,1.29278,0,0
20130527T025654,1.29223,0,0,1.29273,0,0
20130527T025654,1.29228,0,0,1.29278,0,0
20130527T025657,1.2922,0,0,1.2927,0,0
20130527T025708,1.29228,0,0,1.29278,0,0
20130527T025710,1.29232,0,0,1.29282,0,0
20130527T025712,1.29228,0,0,1.29278,0,0
20130527T025714,1.29215,0,0,1.29265,0,0
20130527T025715,1.2921,0,0,1.2926,0,0
20130527T025715,1.29215,0,0,1.29265,0,0
20130527T025724,1.29208,0,0,1.29258,0,0
20130527T025724,1.29213,0,0,1.29263,0,0
20130527T025724,1.29218,0,0,1.29268,0,0
20130527T025811,1.29208,0,0,1.29258,0,0
20130527T025812,1.29218,0,0,1.29268,0,0
20130527T025817,1.29208,0,0,1.29258,0,0
20130527T025822,1.29203,0,0,1.29253,0,0
20130527T025823,1.29208,0,0,1.29258,0,0
20130527T025823,1.29203,0,0,1.29253,0,0
20130527T025823,1.29208,0,0,1.29258,0,0
20130527T025827,1.29203,0,0,1.29253,0,0
20130527T025828,1.29208,0,0,1.29258,0,0
20130527T025833,1.29203,0,0,1.29253,0,0
20130527T025833,1.29195,0,0,1.29245,0,0
20130527T025834,1.292,0,0,1.2925,0,0
20130527T025850,1.29195,0,0,1.29245,0,0
20130527T025853,1.29203,0,0,1.29253,0,0
20130527T025903,1.29197,0,0,1.29247,0,0
20130527T025906,1.29205,0,0,1.29255,0,0
20130527T025924,1.29197,0,0,1.29247,0,0
20130527T025926,1.29205,0,0,1.29255,0,0
20130527T025927,1.292,0,0,1.2925,0,0
20130527T025937,1.29208,0,0,1.29258,0,0
20130527T025939,1.29197,0,0,1.29247,0,0
20130527T025946,1.29203,0,0,1.29253,0,0
20130527T025947,1.29208,0,0,1.29258,0,0
20130527T025947,1.29197,0,0,1.29247,0,0
20130527T030005,1.29193,0,0,1.29243,0,0
20130527T030007,1.29188,0,0,1.29238,0,0
20130527T030047,1.29183,0,0,1.29233,0,0
20130527T030048,1.29177,0,0,1.29227,0,0
20130527T030101,1.29173,0,0,1.29223,0,0
20130527T030107,1.29177,0,0,1.29227,0,0
20130527T030119,1.2917,0,0,1.2922,0,0
20130527T030121,1.29175,0,0,1.29225,0,0
20130527T030147,1.2917,0,0,1.2922,0,0
20130527T030147,1.29175,0,0,1.29225,0,0
20130527T030221,1.2918,0,0,1.2923,0,0
20130527T030222,1.29185,0,0,1.29235,0,0
20130527T030225,1.2919,0,0,1.2924,0,0
20130527T030300,1.29197,0,0,1.29247,0,0
20130527T030344,1.29203,0,0,1.29253,0,0
20130527T030345,1.2921,0,0,1.2926,0,0
20130527T030346,1.292,0,0,1.2925,0,0
20130527T030424,1.29193,0,0,1.29243,0,0
20130527T030424,1.292,0,0,1.2925,0,0
20130527T030439,1.29193,0,0,1.29243,0,0
20130527T030440,1.29197,0,0,1.29247,0,0
20130527T030455,1.29203,0,0,1.29253,0,0
20130527T030547,1.29197,0,0,1.29247,0,0
20130527T030547,1.29193,0,0,1.29243,0,0
20130527T030547,1.29188,0,0,1.29238,0,0
20130527T030554,1.29197,0,0,1.29247,0,0
20130527T030602,1.29203,0,0,1.29253,0,0
20130527T030603,1.29197,0,0,1.29247,0,0
20130527T030642,1.29203,0,0,1.29253,0,0
20130527T030644,1.29208,0,0,1.29258,0,0
20130527T030658,1.292,0,0,1.2925,0,0
20130527T030659,1.29208,0,0,1.29258,0,0
20130527T030702,1.29213,0,0,1.29263,0,0
20130527T030719,1.29208,0,0,1.29258,0,0
20130527T030719,1.29203,0,0,1.29253,0,0
20130527T030726,1.29193,0,0,1.29243,0,0
20130527T030726,1.29197,0,0,1.29247,0,0
20130527T030813,1.29203,0,0,1.29253,0,0
20130527T030813,1.29197,0,0,1.29247,0,0
20130527T030820,1.29193,0,0,1.29243,0,0
20130527T030828,1.29197,0,0,1.29247,0,0
20130527T030914,1.2919,0,0,1.2924,0,0
20130527T030930,1.29183,0,0,1.29233,0,0
20130527T030930,1.29177,0,0,1.29227,0,0
20130527T030935,1.29173,0,0,1.29223,0,0
20130527T030935,1.29177,0,0,1.29227,0,0
20130527T030943,1.29173,0,0,1.29223,0,0
20130527T030945,1.29165,0,0,1.29215,0,0
20130527T030945,1.2917,0,0,1.2922,0,0
20130527T030959,1.29177,0,0,1.29227,0,0
20130527T031000,1.2917,0,0,1.2922,0,0
20130527T031002,1.29177,0,0,1.29227,0,0
20130527T031002,1.29173,0,0,1.29223,0,0
20130527T031016,1.29168,0,0,1.29218,0,0
20130527T031054,1.29163,0,0,1.29213,0,0
20130527T031055,1.29168,0,0,1.29218,0,0
20130527T031055,1.29163,0,0,1.29213,0,0
20130527T031106,1.29168,0,0,1.29218,0,0
20130527T031109,1.29163,0,0,1.29213,0,0
20130527T031201,1.29168,0,0,1.29218,0,0
20130527T031201,1.29173,0,0,1.29223,0,0
20130527T031201,1.29177,0,0,1.29227,0,0
20130527T031201,1.29183,0,0,1.29233,0,0
20130527T031215,1.29188,0,0,1.29238,0,0
20130527T031235,1.29183,0,0,1.29233,0,0
20130527T031307,1.29188,0,0,1.29238,0,0
20130527T031311,1.29183,0,0,1.29233,0,0
20130527T031322,1.29177,0,0,1.29227,0,0
20130527T031324,1.29163,0,0,1.29213,0,0
20130527T031325,1.29168,0,0,1.29218,0,0
20130527T031347,1.29173,0,0,1.29223,0,0
20130527T031352,1.29177,0,0,1.29227,0,0
20130527T031359,1.29173,0,0,1.29223,0,0
20130527T031401,1.29177,0,0,1.29227,0,0
20130527T031413,1.2917,0,0,1.2922,0,0
20130527T031554,1.29175,0,0,1.29225,0,0
20130527T031609,1.2918,0,0,1.2923,0,0
20130527T031627,1.29175,0,0,1.29225,0,0
20130527T031648,1.2918,0,0,1.2923,0,0
20130527T031733,1.29185,0,0,1.29235,0,0
20130527T031810,1.2919,0,0,1.2924,0,0
20130527T031829,1.29185,0,0,1.29235,0,0
20130527T031829,1.2918,0,0,1.2923,0,0
20130527T031918,1.29185,0,0,1.29235,0,0
20130527T031919,1.2919,0,0,1.2924,0,0
20130527T031942,1.29183,0,0,1.29233,0,0
20130527T031946,1.29188,0,0,1.29238,0,0
20130527T031946,1.2918,0,0,1.2923,0,0
20130527T032019,1.29173,0,0,1.29223,0,0
20130527T032108,1.29163,0,0,1.29213,0,0
20130527T032109,1.2917,0,0,1.2922,0,0
20130527T032137,1.29163,0,0,1.29213,0,0
20130527T032327,1.29157,0,0,1.29207,0,0
20130527T032412,1.29163,0,0,1.29213,0,0
20130527T032426,1.29157,0,0,1.29207,0,0
20130527T032446,1.29163,0,0,1.29213,0,0
20130527T032455,1.29157,0,0,1.29207,0,0
20130527T032542,1.29163,0,0,1.29213,0,0
20130527T032614,1.29157,0,0,1.29207,0,0
20130527T032614,1.29153,0,0,1.29203,0,0
20130527T032614,1.29157,0,0,1.29207,0,0
20130527T032614,1.29153,0,0,1.29203,0,0
20130527T032615,1.29157,0,0,1.29207,0,0
20130527T032615,1.29153,0,0,1.29203,0,0
20130527T032617,1.29157,0,0,1.29207,0,0
20130527T032624,1.29153,0,0,1.29203,0,0
20130527T032625,1.29157,0,0,1.29207,0,0
20130527T032707,1.29163,0,0,1.29213,0,0
20130527T032707,1.29157,0,0,1.29207,0,0
20130527T032711,1.29163,0,0,1.29213,0,0
20130527T032716,1.29157,0,0,1.29207,0,0
20130527T032717,1.29153,0,0,1.29203,0,0
20130527T032717,1.29157,0,0,1.29207,0,0
20130527T032719,1.29153,0,0,1.29203,0,0
20130527T032720,1.29157,0,0,1.29207,0,0
20130527T032753,1.29168,0,0,1.29218,0,0
20130527T032756,1.29163,0,0,1.29213,0,0
20130527T032758,1.29168,0,0,1.29218,0,0
20130527T032801,1.29163,0,0,1.29213,0,0
20130527T032802,1.29157,0,0,1.29207,0,0
20130527T032811,1.29163,0,0,1.29213,0,0
20130527T032811,1.29168,0,0,1.29218,0,0
20130527T032814,1.29175,0,0,1.29225,0,0
20130527T032819,1.2918,0,0,1.2923,0,0
20130527T032831,1.29188,0,0,1.29238,0,0
20130527T032842,1.29193,0,0,1.29243,0,0
20130527T032847,1.29188,0,0,1.29238,0,0
20130527T032857,1.29183,0,0,1.29233,0,0
20130527T032859,1.29188,0,0,1.29238,0,0
20130527T032859,1.2918,0,0,1.2923,0,0
20130527T032900,1.29185,0,0,1.29235,0,0
20130527T032909,1.2919,0,0,1.2924,0,0
20130527T032909,1.29183,0,0,1.29233,0,0
20130527T032924,1.29188,0,0,1.29238,0,0
20130527T032925,1.29183,0,0,1.29233,0,0
20130527T032938,1.29188,0,0,1.29238,0,0
20130527T032941,1.2918,0,0,1.2923,0,0
20130527T032942,1.29185,0,0,1.29235,0,0
20130527T032946,1.2918,0,0,1.2923,0,0
20130527T033002,1.29185,0,0,1.29235,0,0
20130527T033012,1.29177,0,0,1.29227,0,0
20130527T033017,1.2917,0,0,1.2922,0,0
20130527T033040,1.29175,0,0,1.29225,0,0
20130527T033042,1.2917,0,0,1.2922,0,0
20130527T033056,1.29165,0,0,1.29215,0,0
20130527T033059,1.2916,0,0,1.2921,0,0
20130527T033100,1.29168,0,0,1.29218,0,0
20130527T033115,1.29163,0,0,1.29213,0,0
20130527T033121,1.29168,0,0,1.29218,0,0
20130527T033232,1.29173,0,0,1.29223,0,0
20130527T033257,1.29177,0,0,1.29227,0,0
20130527T033310,1.29183,0,0,1.29233,0,0
20130527T033311,1.29188,0,0,1.29238,0,0
20130527T033323,1.29183,0,0,1.29233,0,0
20130527T033326,1.29177,0,0,1.29227,0,0
20130527T033336,1.29173,0,0,1.29223,0,0
20130527T033337,1.29168,0,0,1.29218,0,0
20130527T033406,1.29173,0,0,1.29223,0,0
20130527T033427,1.29168,0,0,1.29218,0,0
20130527T033451,1.29177,0,0,1.29227,0,0
20130527T033502,1.29183,0,0,1.29233,0,0
20130527T033504,1.29188,0,0,1.29238,0,0
20130527T033523,1.29183,0,0,1.29233,0,0
20130527T033523,1.29177,0,0,1.29227,0,0
20130527T033525,1.29185,0,0,1.29235,0,0
20130527T033534,1.2918,0,0,1.2923,0,0
20130527T033602,1.29175,0,0,1.29225,0,0
20130527T033602,1.2917,0,0,1.2922,0,0
20130527T033646,1.29163,0,0,1.29213,0,0
20130527T033646,1.29168,0,0,1.29218,0,0
20130527T033646,1.29163,0,0,1.29213,0,0
20130527T033647,1.29168,0,0,1.29218,0,0
20130527T033654,1.29173,0,0,1.29223,0,0
20130527T033654,1.29177,0,0,1.29227,0,0
20130527T033704,1.29183,0,0,1.29233,0,0
20130527T033704,1.29188,0,0,1.29238,0,0
20130527T033704,1.2918,0,0,1.2923,0,0
20130527T033732,1.29188,0,0,1.29238,0,0
20130527T033738,1.29183,0,0,1.29233,0,0
20130527T033739,1.29177,0,0,1.29227,0,0
20130527T033744,1.29188,0,0,1.29238,0,0
20130527T033753,1.29195,0,0,1.29245,0,0
20130527T033753,1.292,0,0,1.2925,0,0
20130527T033803,1.29208,0,0,1.29258,0,0
20130527T033804,1.29203,0,0,1.29253,0,0
20130527T033804,1.29208,0,0,1.29258,0,0
20130527T033817,1.29203,0,0,1.29253,0,0
20130527T033831,1.29197,0,0,1.29247,0,0
20130527T033836,1.29193,0,0,1.29243,0,0
20130527T033839,1.29197,0,0,1.29247,0,0
20130527T033840,1.29205,0,0,1.29255,0,0
20130527T033843,1.292,0,0,1.2925,0,0
20130527T033845,1.29208,0,0,1.29258,0,0
20130527T033850,1.29203,0,0,1.29253,0,0
20130527T033850,1.29197,0,0,1.29247,0,0
20130527T033855,1.29203,0,0,1.29253,0,0
20130527T033857,1.29208,0,0,1.29258,0,0
20130527T034016,1.29213,0,0,1.29263,0,0
20130527T034018,1.2922,0,0,1.2927,0,0
20130527T034021,1.29228,0,0,1.29278,0,0
20130527T034156,1.29238,0,0,1.29288,0,0
20130527T034203,1.29248,0,0,1.29298,0,0
20130527T034203,1.29243,0,0,1.29293,0,0
20130527T034203,1.29235,0,0,1.29285,0,0
20130527T034203,1.2924,0,0,1.2929,0,0
20130527T034204,1.29232,0,0,1.29282,0,0
20130527T034210,1.29238,0,0,1.29288,0,0
20130527T034211,1.29232,0,0,1.29282,0,0
20130527T034225,1.29228,0,0,1.29278,0,0
20130527T034240,1.29223,0,0,1.29273,0,0
20130527T034240,1.29218,0,0,1.29268,0,0
20130527T034249,1.29223,0,0,1.29273,0,0
20130527T034315,1.29228,0,0,1.29278,0,0
20130527T034316,1.29232,0,0,1.29282,0,0
20130527T034317,1.29238,0,0,1.29288,0,0
20130527T034319,1.29232,0,0,1.29282,0,0
20130527T034320,1.29238,0,0,1.29288,0,0
20130527T034322,1.29232,0,0,1.29282,0,0
20130527T034326,1.29228,0,0,1.29278,0,0
20130527T034329,1.29223,0,0,1.29273,0,0
20130527T034418,1.29218,0,0,1.29268,0,0
20130527T034435,1.29223,0,0,1.29273,0,0
20130527T034542,1.29218,0,0,1.29268,0,0
20130527T034556,1.29213,0,0,1.29263,0,0
20130527T034640,1.29208,0,0,1.29258,0,0
20130527T034641,1.29203,0,0,1.29253,0,0
20130527T034641,1.29197,0,0,1.29247,0,0
20130527T034643,1.2919,0,0,1.2924,0,0
20130527T034648,1.29195,0,0,1.29245,0,0
20130527T034655,1.292,0,0,1.2925,0,0
20130527T034710,1.2919,0,0,1.2924,0,0
20130527T034712,1.29197,0,0,1.29247,0,0
20130527T034712,1.29193,0,0,1.29243,0,0
20130527T034712,1.29197,0,0,1.29247,0,0
20130527T034715,1.29185,0,0,1.29235,0,0
20130527T034722,1.29177,0,0,1.29227,0,0
20130527T034732,1.29185,0,0,1.29235,0,0
20130527T034742,1.2918,0,0,1.2923,0,0
20130527T034828,1.29185,0,0,1.29235,0,0
20130527T034828,1.2918,0,0,1.2923,0,0
20130527T034838,1.29175,0,0,1.29225,0,0
20130527T034840,1.2917,0,0,1.2922,0,0
20130527T034847,1.29177,0,0,1.29227,0,0
20130527T034847,1.29183,0,0,1.29233,0,0
20130527T034848,1.29177,0,0,1.29227,0,0
20130527T034850,1.29183,0,0,1.29233,0,0
20130527T034857,1.29177,0,0,1.29227,0,0
20130527T034909,1.29173,0,0,1.29223,0,0
20130527T034909,1.29177,0,0,1.29227,0,0
20130527T035003,1.29173,0,0,1.29223,0,0
20130527T035003,1.29168,0,0,1.29218,0,0
20130527T035004,1.29175,0,0,1.29225,0,0
20130527T035031,1.2918,0,0,1.2923,0,0
20130527T035031,1.29185,0,0,1.29235,0,0
20130527T035033,1.2918,0,0,1.2923,0,0
20130527T035037,1.29173,0,0,1.29223,0,0
20130527T035044,1.29177,0,0,1.29227,0,0
20130527T035044,1.29183,0,0,1.29233,0,0
20130527T035113,1.29177,0,0,1.29227,0,0
20130527T035118,1.29183,0,0,1.29233,0,0
20130527T035206,1.29177,0,0,1.29227,0,0
20130527T035255,1.29183,0,0,1.29233,0,0
20130527T035315,1.29177,0,0,1.29227,0,0
20130527T035347,1.29183,0,0,1.29233,0,0
20130527T035353,1.29188,0,0,1.29238,0,0
20130527T035426,1.29183,0,0,1.29233,0,0
20130527T035720,1.29188,0,0,1.29238,0,0
20130527T035723,1.29183,0,0,1.29233,0,0
20130527T035745,1.29177,0,0,1.29227,0,0
20130527T035805,1.29185,0,0,1.29235,0,0
20130527T035812,1.2918,0,0,1.2923,0,0
20130527T035813,1.29185,0,0,1.29235,0,0
20130527T035922,1.29177,0,0,1.29227,0,0
20130527T035940,1.29183,0,0,1.29233,0,0
20130527T040012,1.29177,0,0,1.29227,0,0
20130527T040022,1.29183,0,0,1.29233,0,0
20130527T040022,1.29188,0,0,1.29238,0,0
20130527T040048,1.29197,0,0,1.29247,0,0
20130527T040212,1.29203,0,0,1.29253,0,0
20130527T040215,1.29208,0,0,1.29258,0,0
20130527T040220,1.29203,0,0,1.29253,0,0
20130527T040220,1.29208,0,0,1.29258,0,0
20130527T040223,1.29203,0,0,1.29253,0,0
20130527T040247,1.29208,0,0,1.29258,0,0
20130527T040344,1.29215,0,0,1.29265,0,0
20130527T040444,1.2921,0,0,1.2926,0,0
20130527T040523,1.29218,0,0,1.29268,0,0
20130527T040612,1.29223,0,0,1.29273,0,0
20130527T040711,1.2923,0,0,1.2928,0,0
20130527T040814,1.29238,0,0,1.29288,0,0
20130527T040841,1.29232,0,0,1.29282,0,0
20130527T040845,1.29228,0,0,1.29278,0,0
20130527T040923,1.29223,0,0,1.29273,0,0
20130527T040923,1.29218,0,0,1.29268,0,0
20130527T040926,1.29213,0,0,1.29263,0,0
20130527T040927,1.29218,0,0,1.29268,0,0
20130527T040936,1.29223,0,0,1.29273,0,0
20130527T040936,1.29218,0,0,1.29268,0,0
20130527T040942,1.29223,0,0,1.29273,0,0
20130527T041004,1.29228,0,0,1.29278,0,0
20130527T041029,1.29223,0,0,1.29273,0,0
20130527T041044,1.29218,0,0,1.29268,0,0
20130527T041049,1.29223,0,0,1.29273,0,0
20130527T041053,1.29218,0,0,1.29268,0,0
20130527T041056,1.29213,0,0,1.29263,0,0
20130527T041056,1.29208,0,0,1.29258,0,0
20130527T041056,1.29215,0,0,1.29265,0,0
20130527T041057,1.2922,0,0,1.2927,0,0
20130527T041114,1.29213,0,0,1.29263,0,0
20130527T041124,1.29208,0,0,1.29258,0,0
20130527T041126,1.29213,0,0,1.29263,0,0
20130527T041130,1.29208,0,0,1.29258,0,0
20130527T041154,1.29213,0,0,1.29263,0,0
20130527T041154,1.29218,0,0,1.29268,0,0
20130527T041215,1.2921,0,0,1.2926,0,0
20130527T041230,1.29218,0,0,1.29268,0,0
20130527T041309,1.29213,0,0,1.29263,0,0
20130527T041310,1.29208,0,0,1.29258,0,0
20130527T041329,1.29203,0,0,1.29253,0,0
20130527T041329,1.29208,0,0,1.29258,0,0
20130527T041331,1.29203,0,0,1.29253,0,0
20130527T041331,1.29208,0,0,1.29258,0,0
20130527T041340,1.29203,0,0,1.29253,0,0
20130527T041340,1.29208,0,0,1.29258,0,0
20130527T041357,1.29197,0,0,1.29247,0,0
20130527T041404,1.29203,0,0,1.29253,0,0
20130527T041405,1.29208,0,0,1.29258,0,0
20130527T041411,1.292,0,0,1.2925,0,0
20130527T041413,1.29208,0,0,1.29258,0,0
20130527T041419,1.29203,0,0,1.29253,0,0
20130527T041419,1.29195,0,0,1.2926,0,0
20130527T041419,1.29208,0,0,1.29258,0,0
20130527T041421,1.29203,0,0,1.29253,0,0
20130527T041423,1.29208,0,0,1.29258,0,0
20130527T041425,1.29203,0,0,1.29253,0,0
20130527T041426,1.29208,0,0,1.29258,0,0
20130527T041426,1.29203,0,0,1.29253,0,0
20130527T041432,1.29208,0,0,1.29258,0,0
20130527T041440,1.29203,0,0,1.29253,0,0
20130527T041440,1.29197,0,0,1.29247,0,0
20130527T041441,1.29208,0,0,1.29258,0,0
20130527T041505,1.29218,0,0,1.29268,0,0
20130527T041532,1.29213,0,0,1.29263,0,0
20130527T041532,1.29208,0,0,1.29258,0,0
20130527T041545,1.29213,0,0,1.29263,0,0
20130527T041556,1.29218,0,0,1.29268,0,0
20130527T041614,1.29213,0,0,1.29263,0,0
20130527T041619,1.29208,0,0,1.29258,0,0
20130527T041716,1.29213,0,0,1.29263,0,0
20130527T041754,1.29208,0,0,1.29258,0,0
20130527T041954,1.29203,0,0,1.29253,0,0
20130527T042224,1.29208,0,0,1.29258,0,0
20130527T042226,1.29215,0,0,1.29265,0,0
20130527T042229,1.29208,0,0,1.29258,0,0
20130527T042229,1.29213,0,0,1.29263,0,0
20130527T042230,1.29218,0,0,1.29268,0,0
20130527T042235,1.29213,0,0,1.29263,0,0
20130527T042235,1.29208,0,0,1.29258,0,0
20130527T042249,1.29228,0,0,1.29278,0,0
20130527T042250,1.29223,0,0,1.29273,0,0
20130527T042302,1.29228,0,0,1.29278,0,0
20130527T042305,1.29232,0,0,1.29282,0,0
20130527T042325,1.29228,0,0,1.29278,0,0
20130527T042328,1.29218,0,0,1.29268,0,0
20130527T042328,1.29223,0,0,1.29273,0,0
20130527T042330,1.29228,0,0,1.29278,0,0
20130527T042335,1.29232,0,0,1.29282,0,0
20130527T042349,1.29223,0,0,1.29273,0,0
20130527T042352,1.29218,0,0,1.29268,0,0
20130527T042405,1.29223,0,0,1.29273,0,0
20130527T042407,1.2923,0,0,1.2928,0,0
20130527T042410,1.29223,0,0,1.29273,0,0
20130527T042410,1.29228,0,0,1.29278,0,0
20130527T042416,1.29223,0,0,1.29273,0,0
20130527T042417,1.29228,0,0,1.29278,0,0
20130527T042423,1.29223,0,0,1.29273,0,0
20130527T042423,1.29228,0,0,1.29278,0,0
20130527T042430,1.29223,0,0,1.29273,0,0
20130527T042430,1.29228,0,0,1.29278,0,0
20130527T042547,1.29232,0,0,1.29282,0,0
20130527T042547,1.29238,0,0,1.29288,0,0
20130527T042552,1.29232,0,0,1.29282,0,0
20130527T042632,1.29238,0,0,1.29288,0,0
20130527T042640,1.29232,0,0,1.29282,0,0
20130527T042801,1.29238,0,0,1.29288,0,0
20130527T042812,1.29232,0,0,1.29282,0,0
20130527T043032,1.29243,0,0,1.29293,0,0
20130527T043032,1.29238,0,0,1.29288,0,0
20130527T043044,1.29232,0,0,1.29282,0,0
